benchmark,metric_name,decoder,decoder_label,score_mean,score_std,num_examples,decision_margin_mean,correct_margin_mean,format_valid_rate,latency_seconds_mean,decoder_steps_mean,forward_passes_mean,latency_per_step_ms_mean,latency_per_forward_ms_mean,steps_per_second_mean,tokens_per_forward_mean,factual_speedup_mean,avg_alpha,alpha_std,avg_selected_layer,switch_rate,selected_layer_match_rate,refresh_rate,avg_instability,avg_risk_score,trigger_rate,avg_jsd_current,avg_oracle_jsd_gap,avg_selection_margin,avg_selection_score,fallback_rate,avg_baseline_margin,avg_jacobi_passes,avg_jacobi_window_size,avg_jacobi_stable_prefix,avg_jacobi_commit_len,jacobi_convergence_rate,panda_disagreement_rate,panda_truth_selection_rate,avg_panda_divergence,avg_panda_safe_confidence,avg_panda_truth_confidence,avg_panda_agreement_prefix,panda_arbitration_rate,score_sem
truthfulqa,mc1,dola,dola,0.24,0.4314191105869,50,-1305.2034799980663,-1305.2034799980663,,7.352414491919917,120.5,120.5,60.99331089399432,60.99331089399432,16.39823473563367,1.0,1.0,,,1.4910762220235905,0.6629365079365079,,,,,,3.6570988930091656e-05,,,3.6570988930091656e-05,,,,,,,,,,,,,,,0.061011875725893214
truthfulqa,mc1,fanda,fanda,0.24,0.4314191105869,50,-20.427240423985225,-20.427240423985225,,7.7188234809201095,120.5,120.5,64.21136867677328,64.21136867677328,15.577890478488248,1.0,1.0,1.0,0.0,0.68,0.0,0.4698461473167355,0.16831855073031543,9.072835735755412,0.27542715911401466,0.469376949847538,0.6854835695555714,0.002842428995372213,-0.3336831458150124,-0.765819357258895,0.0,5.654715851448389,,,,,,0.469376949847538,1.0,0.27542715911401466,0.7280783097821845,0.5987537024431833,,0.0,0.061011875725893214
truthfulqa,mc1,pure_greedy,pure_greedy,0.3,0.4629100498862757,50,-8.927836971144526,-8.927836971144526,,4.325861037380037,120.5,120.5,35.965459556667774,35.965459556667774,27.841853706937076,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06546536707079771
truthfulqa,mc2,dola,dola,0.40386627462362634,0.4853394605262362,50,-83.21034864447276,-83.21034864447276,,7.352414491919917,120.5,120.5,60.99331089399432,60.99331089399432,16.39823473563367,1.0,1.0,,,1.4910762220235905,0.6629365079365079,,,,,,3.6570988930091656e-05,,,3.6570988930091656e-05,,,,,,,,,,,,,,,0.06863736474310446
truthfulqa,mc2,fanda,fanda,0.4130674764157238,0.4657713967434402,50,-5.133821312770307,-5.133821312770307,,7.7188234809201095,120.5,120.5,64.21136867677328,64.21136867677328,15.577890478488248,1.0,1.0,1.0,0.0,0.68,0.0,0.4698461473167355,0.16831855073031543,9.072835735755412,0.27542715911401466,0.469376949847538,0.6854835695555714,0.002842428995372213,-0.3336831458150124,-0.765819357258895,0.0,5.654715851448389,,,,,,0.469376949847538,1.0,0.27542715911401466,0.7280783097821845,0.5987537024431833,,0.0,0.06587002262400328
truthfulqa,mc2,pure_greedy,pure_greedy,0.42769993195298783,0.4511843458758738,50,-0.6847621435683595,-0.6847621435683595,,4.325861037380037,120.5,120.5,35.965459556667774,35.965459556667774,27.841853706937076,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06380710210680941
truthfulqa,mc3,dola,dola,0.20766666666666667,0.3041140808145192,50,-1319.073180265794,-1319.073180265794,,7.352414491919917,120.5,120.5,60.99331089399432,60.99331089399432,16.39823473563367,1.0,1.0,,,1.4910762220235905,0.6629365079365079,,,,,,3.6570988930091656e-05,,,3.6570988930091656e-05,,,,,,,,,,,,,,,0.04300822575965205
truthfulqa,mc3,fanda,fanda,0.20600000000000002,0.30457136901038756,50,-21.689846512192915,-21.689846512192915,,7.7188234809201095,120.5,120.5,64.21136867677328,64.21136867677328,15.577890478488248,1.0,1.0,1.0,0.0,0.68,0.0,0.4698461473167355,0.16831855073031543,9.072835735755412,0.27542715911401466,0.469376949847538,0.6854835695555714,0.002842428995372213,-0.3336831458150124,-0.765819357258895,0.0,5.654715851448389,,,,,,0.469376949847538,1.0,0.27542715911401466,0.7280783097821845,0.5987537024431833,,0.0,0.04307289607650307
truthfulqa,mc3,pure_greedy,pure_greedy,0.24733333333333335,0.3529011604188109,50,-10.38776381645881,-10.38776381645881,,4.325861037380037,120.5,120.5,35.965459556667774,35.965459556667774,27.841853706937076,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04990776072414856
